work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2024,"Senior level","Full time","Software Engineer",310919,USD,310919,US,0,US,Medium
2024,"Senior level","Full time","Software Engineer",207279,USD,207279,US,0,US,Medium
2024,"Senior level","Full time","Analytics Specialist",64160,USD,64160,US,0,US,Medium
2024,"Senior level","Full time",Analyst,146423,USD,146423,US,100,US,Medium
2024,"Senior level","Full time",Analyst,120973,USD,120973,US,100,US,Medium
2024,"Senior level","Full time","Data Scientist",22300,USD,22300,US,0,US,Medium
2024,"Mid level","Full time",Analyst,90510,USD,90510,US,0,US,Medium
2024,"Mid level","Full time",Analyst,55530,USD,55530,US,0,US,Medium
2024,"Senior level","Full time","Product Manager",307900,USD,307900,US,0,US,Large
2024,"Senior level","Full time","Machine Learning Engineer",290500,USD,290500,US,0,US,Medium
2024,"Mid level","Full time",Manager,119808,USD,119808,CA,0,CA,Medium
2024,"Entry level","Full time",Engineer,158688,USD,158688,US,0,US,Medium
2024,"Entry level","Full time",Engineer,74652,USD,74652,US,0,US,Medium
2024,"Mid level","Full time",Associate,264220,USD,264220,US,0,US,Medium
2024,"Mid level","Full time","Data Scientist",185630,USD,185630,US,0,US,Medium
2024,"Mid level","Full time","Data Developer",173953,USD,173953,US,100,US,Medium
2024,"Entry level","Full time",Analyst,72750,USD,72750,US,0,US,Medium
2024,"Senior level","Full time","Machine Learning Engineer",343900,USD,343900,US,0,US,Medium
2024,"Expert Level","Full time","Master Data Management",312686,USD,312686,US,100,US,Medium
2024,"Expert Level","Full time","Master Data Management",195804,USD,195804,US,100,US,Medium
2024,"Senior level","Full time",Analyst,187800,USD,187800,US,0,US,Medium
2024,"Mid level","Full time","Research Scientist",202550,USD,202550,US,0,US,Medium
2024,"Senior level","Full time",Manager,174915,USD,174915,US,100,US,Medium
2024,"Mid level","Full time",Engineer,101083,USD,101083,US,0,US,Medium
2024,"Senior level","Full time",Developer,125562,EUR,139513,NL,0,NL,Medium
2024,"Senior level","Full time",Developer,87893,EUR,97658,NL,0,NL,Medium
2024,"Mid level","Full time","Data Engineer",51802,GBP,64752,GB,0,GB,Medium
2024,"Mid level","Full time","Data Engineer",49764,GBP,62205,GB,0,GB,Medium
2024,"Senior level","Full time","Analytics Specialist",156390,USD,156390,US,0,US,Medium
2024,"Senior level","Full time","Analytics Specialist",69930,USD,69930,US,0,US,Medium
2024,"Senior level","Full time","Data Analyst",133250,USD,133250,CA,0,CA,Medium
2024,"Senior level","Full time","Data Analyst",88830,USD,88830,CA,0,CA,Medium
2024,"Senior level","Full time","Data Engineer",131290,USD,131290,US,100,US,Medium
2024,"Entry level","Part Time",Developer,55405,USD,55405,US,100,US,Medium
2024,"Entry level","Part Time",Developer,32591,USD,32591,US,100,US,Medium
2024,"Senior level","Full time","Machine Learning Engineer",386100,USD,386100,US,0,US,Medium
2024,"Senior level","Full time","Data Engineer",191240,USD,191240,US,0,US,Medium
2024,"Mid level","Full time",Manager,84132,USD,84132,US,0,US,Medium
2024,"Mid level","Full time",Manager,56088,USD,56088,US,0,US,Medium
2024,"Mid level","Full time",Manager,67590,USD,67590,US,0,US,Medium
2024,"Senior level","Full time","Software Engineer",180240,USD,180240,US,0,US,Medium
2024,"Mid level","Full time",Manager,232320,USD,232320,US,100,US,Medium
2024,"Senior level","Full time","Product Manager",302940,USD,302940,US,0,US,Medium
2024,"Entry level","Full time","Data Analyst",149026,USD,149026,US,0,US,Medium
2024,"Entry level","Full time","Data Analyst",102477,USD,102477,US,0,US,Medium
2024,"Entry level","Full time","Data Analyst",90595,USD,90595,CA,0,CA,Medium
2024,"Entry level","Full time","Data Analyst",70844,USD,70844,CA,0,CA,Medium
2024,"Mid level","Full time","Data Scientist",201884,USD,201884,US,0,US,Medium
2024,"Senior level","Full time","Data Architect",178400,USD,178400,US,0,US,Medium
2024,"Mid level","Full time",Associate,153227,USD,153227,CA,0,CA,Medium
2024,"Mid level","Full time",Associate,91937,USD,91937,CA,0,CA,Medium
2024,"Expert Level","Full time","Data Analyst",79595,USD,79595,US,0,US,Medium
2024,"Expert Level","Full time","Data Analyst",51352,USD,51352,US,0,US,Medium
2024,"Senior level","Full time",Consultant,179825,USD,179825,US,0,US,Medium
2024,"Mid level","Full time","Full Stack Developer",114996,USD,114996,US,0,US,Large
2024,"Mid level","Full time","Full Stack Developer",91997,USD,91997,US,0,US,Large
2024,"Mid level","Full time","Data Management Analyst",76320,USD,76320,US,0,US,Medium
2024,"Mid level","Full time",Developer,168276,USD,168276,US,0,US,Medium
2024,"Mid level","Full time",Developer,112184,USD,112184,US,0,US,Medium
2024,"Mid level","Full time",Developer,58092,USD,58092,CA,0,CA,Medium
2024,"Entry level","Full time","Data Analyst",89305,USD,89305,US,0,US,Medium
2024,"Senior level","Full time","Analytics Engineer",224880,USD,224880,US,0,US,Medium
2024,"Senior level","Full time",Manager,126700,USD,126700,US,100,US,Medium
2024,"Expert Level","Full time","Director of Machine Learning",346800,USD,346800,US,0,US,Medium
2024,"Entry level","Full time","Data Analyst",113364,USD,113364,US,0,US,Medium
2024,"Entry level","Full time","Data Analyst",73752,USD,73752,US,0,US,Medium
2024,"Senior level","Full time","Data Engineer",240640,USD,240640,US,0,US,Medium
2024,"Senior level","Full time","Data Engineer",197760,USD,197760,US,0,US,Medium
2024,"Senior level","Full time","Machine Learning Engineer",1900000,MXN,110465,MX,100,MX,Medium
2024,"Senior level","Full time","Machine Learning Engineer",1600000,MXN,93023,MX,100,MX,Medium
2024,"Senior level","Full time","Machine Learning Engineer",159750,USD,159750,US,0,US,Medium
2024,"Mid level","Full time",Manager,163944,USD,163944,US,0,US,Medium
2024,"Mid level","Full time","Product Manager",254856,USD,254856,US,0,US,Medium
2024,"Senior level","Full time",Manager,213840,USD,213840,US,0,US,Medium
2024,"Entry level","Full time","Data Analyst",116940,USD,116940,US,0,US,Medium
2024,"Entry level","Full time","Data Analyst",80256,USD,80256,US,0,US,Medium
2024,"Entry level","Full time","Data Operations Analyst",87768,USD,87768,US,100,US,Medium
2024,"Entry level","Full time","Data Operations Analyst",66240,USD,66240,US,100,US,Medium
2024,"Mid level","Full time","Data Specialist",56264,USD,56264,US,0,US,Medium
2024,"Mid level","Full time","Analytics Engineer",202233,USD,202233,US,0,US,Medium
2024,"Senior level","Full time","Software Engineer",180024,USD,180024,US,0,US,Medium
2024,"Mid level","Full time","Data Quality Specialist",107590,USD,107590,US,0,US,Medium
2024,"Mid level","Full time","Data Quality Specialist",82764,USD,82764,US,0,US,Medium
2024,"Mid level","Full time","Data Integration Specialist",101365,USD,101365,US,100,US,Medium
2024,"Mid level","Full time","Data Integration Specialist",90459,USD,90459,US,100,US,Medium
2024,"Senior level","Full time","Data Scientist",162540,USD,162540,US,0,US,Medium
2024,"Senior level","Full time","Data Scientist",108360,USD,108360,US,0,US,Medium
2024,"Senior level","Full time","Data Governance Lead",203620,USD,203620,US,0,US,Medium
2024,"Senior level","Full time","Data Governance Lead",127260,USD,127260,US,0,US,Medium
2024,"Senior level","Full time","Data Analyst",162528,USD,162528,US,0,US,Medium
2024,"Senior level","Full time","Data Analyst",83640,USD,83640,US,0,US,Medium
2024,"Mid level","Full time","QA Engineer",280200,USD,280200,US,0,US,Medium
2024,"Mid level","Full time","Data Scientist",246200,USD,246200,US,0,US,Medium
2024,"Mid level","Full time","Data Analyst",86664,USD,86664,US,0,US,Medium
2024,"Senior level","Full time","Data Engineer",206333,USD,206333,US,0,US,Medium
2024,"Senior level","Full time","Data Engineer",137658,USD,137658,US,0,US,Medium
2024,"Senior level","Full time","Research Analyst",162468,USD,162468,US,0,US,Medium
2024,"Senior level","Full time","Research Analyst",87483,USD,87483,US,0,US,Medium
2024,"Senior level","Full time","Software Engineer",170227,USD,170227,US,0,US,Medium
2024,"Senior level","Full time","Research Engineer",269825,USD,269825,US,0,US,Medium
2024,"Entry level","Full time","Data Engineer",80040,EUR,88933,NL,0,NL,Medium
2024,"Entry level","Full time","Data Engineer",49920,EUR,55466,NL,0,NL,Medium
2024,"Mid level","Full time","Data Governance Manager",233998,USD,233998,US,0,US,Medium
2024,"Mid level","Full time","Data Governance Manager",130723,USD,130723,US,0,US,Medium
2024,"Senior level","Full time","Software Engineer",181775,USD,181775,US,0,US,Medium
2024,"Senior level","Full time","Software Engineer",148725,USD,148725,US,0,US,Medium
2024,"Senior level","Full time","Data Engineer",123970,USD,123970,US,0,US,Medium
2024,"Senior level","Full time",Engineer,203801,USD,203801,US,100,US,Medium
2024,"Senior level","Full time",Engineer,123139,USD,123139,US,100,US,Medium
2024,"Mid level","Full time","Software Engineer",98280,USD,98280,US,0,US,Medium
2024,"Mid level","Full time",Associate,250105,USD,250105,US,0,US,Medium
2024,"Mid level","Full time",Associate,134198,USD,134198,US,0,US,Medium
2024,"Senior level","Full time",Manager,166842,USD,166842,US,0,US,Medium
2024,"Entry level","Full time",Analyst,100675,USD,100675,US,0,US,Medium
2024,"Entry level","Full time",Analyst,82370,USD,82370,US,0,US,Medium
2024,"Senior level","Full time","Business Intelligence",135649,USD,135649,US,100,US,Medium
2024,"Senior level","Full time","Business Intelligence",110985,USD,110985,US,100,US,Medium
2024,"Entry level","Full time",Engineer,43140,USD,43140,US,0,US,Medium
2024,"Entry level","Full time",Engineer,39940,USD,39940,US,0,US,Medium
2024,"Mid level","Full time",Associate,95425,USD,95425,US,0,US,Medium
2024,"Mid level","Full time",Associate,63617,USD,63617,US,0,US,Medium
2024,"Senior level","Full time","Data Developer",66120,EUR,73466,NL,0,NL,Medium
2024,"Senior level","Full time","Data Developer",43392,EUR,48213,NL,0,NL,Medium
2024,"Senior level","Full time","Data Scientist",235258,CAD,180967,CA,100,CA,Medium
2024,"Senior level","Full time","Data Scientist",188207,CAD,144774,CA,100,CA,Medium
2024,"Senior level","Full time","Data Scientist",245784,USD,245784,US,100,US,Medium
2024,"Senior level","Full time","Data Scientist",196267,USD,196267,US,100,US,Medium
2024,"Senior level","Full time",Engineer,198100,USD,198100,US,0,US,Medium
2024,"Mid level","Full time",Manager,113860,USD,113860,CA,0,CA,Medium
2024,"Entry level","Full time",Analyst,74597,USD,74597,CA,0,CA,Medium
2024,"Entry level","Full time",Analyst,59678,USD,59678,CA,0,CA,Medium
2024,"Mid level","Full time",Engineer,28505,GBP,35631,GB,0,GB,Medium
2024,"Mid level","Full time",Associate,44263,GBP,55328,ZA,0,ZA,Medium
2024,"Mid level","Full time",Analyst,81800,USD,81800,CA,0,CA,Medium
2024,"Mid level","Full time","Data Analyst",130206,USD,130206,US,0,US,Medium
2024,"Mid level","Full time","Data Analyst",74181,USD,74181,US,0,US,Medium
2024,"Entry level","Full time","Data Analyst",34329,GBP,42911,GB,0,GB,Medium
2024,"Entry level","Full time","Data Analyst",30468,GBP,38085,GB,0,GB,Medium
2024,"Senior level","Full time","Data Analyst",90719,USD,90719,US,0,US,Medium
2024,"Mid level","Full time","Software Engineer",203466,USD,203466,US,0,US,Medium
2024,"Mid level","Full time",Associate,408623,USD,408623,US,0,US,Medium
2024,"Mid level","Full time",Associate,260571,USD,260571,US,0,US,Medium
2024,"Mid level","Full time","Data Engineer",112400,USD,112400,US,0,US,Medium
2024,"Senior level","Full time",Analyst,79430,USD,79430,ZA,100,ZA,Medium
2024,"Senior level","Full time",Analyst,65290,USD,65290,ZA,100,ZA,Medium
2024,"Senior level","Full time","Data Architect",238700,USD,238700,US,100,US,Medium
2024,"Mid level","Full time","Machine Learning Engineer",267700,USD,267700,US,100,US,Medium
2024,"Senior level","Full time","Data Scientist",221550,USD,221550,US,0,US,Medium
2024,"Senior level","Full time","Data Scientist",143850,USD,143850,US,0,US,Medium
2024,"Mid level","Full time","Research Analyst",96196,USD,96196,CA,0,CA,Medium
2024,"Mid level","Full time","Research Analyst",75223,USD,75223,CA,0,CA,Medium
2024,"Entry level","Full time","Data Analyst",114911,USD,114911,US,0,US,Medium
2024,"Entry level","Full time","Data Analyst",94018,USD,94018,US,0,US,Medium
2024,"Mid level","Full time",Associate,208200,USD,208200,US,0,US,Medium
2024,"Mid level","Full time",Associate,188300,USD,188300,US,0,US,Medium
2024,"Mid level","Full time","Software Engineer",133920,USD,133920,US,100,US,Medium
2024,"Mid level","Full time",Analyst,87380,USD,87380,US,0,US,Medium
2024,"Senior level","Full time","Machine Learning Engineer",261200,USD,261200,US,0,US,Medium
2024,"Entry level",Contract,"Data Scientist",115102,USD,115102,AU,0,AU,Medium
2024,"Entry level",Contract,"Data Scientist",104669,USD,104669,AU,0,AU,Medium
2024,"Senior level","Full time","Data Scientist",223063,USD,223063,US,0,US,Medium
2024,"Senior level","Full time","Data Scientist",191983,USD,191983,US,0,US,Medium
2024,"Entry level","Full time","Data Quality Analyst",100714,USD,100714,US,0,US,Medium
2024,"Entry level","Full time","Data Quality Analyst",62946,USD,62946,US,0,US,Medium
2024,"Senior level","Full time","Data Analyst",132787,USD,132787,CA,0,CA,Medium
2024,"Entry level","Full time","Data Analyst",33000,EUR,36666,LT,0,LT,Medium
2024,"Senior level","Full time","Data Engineer",88848,USD,88848,US,100,US,Medium
2024,"Senior level","Full time","Software Engineer",225000,CAD,173076,CA,100,CA,Medium
2024,"Senior level","Full time","Software Engineer",200000,CAD,153846,CA,100,CA,Medium
2024,"Senior level","Full time","Software Developer",368200,BRL,75142,BR,0,BR,Medium
2024,"Senior level","Full time","Software Developer",216200,BRL,44122,BR,0,BR,Medium
2024,"Mid level","Full time","Analytics Engineer",123836,USD,123836,US,100,US,Medium
2024,"Mid level","Full time","Analytics Engineer",90062,USD,90062,US,100,US,Medium
2024,"Mid level","Full time",Manager,200840,USD,200840,NZ,0,NZ,Medium
2024,"Mid level","Full time",Manager,161762,USD,161762,NZ,0,NZ,Medium
2024,"Mid level","Full time",Engineer,113394,USD,113394,US,0,US,Medium
2024,"Mid level","Full time",Engineer,82468,USD,82468,US,0,US,Medium
2024,"Senior level","Full time",Analyst,153374,USD,153374,US,0,US,Medium
2024,"Senior level","Full time",Analyst,122699,USD,122699,US,0,US,Medium
2024,"Senior level","Full time","Data Analyst",131185,USD,131185,US,0,US,Medium
2024,"Senior level","Full time","Data Analyst",78707,USD,78707,US,0,US,Medium
2024,"Senior level","Full time","Data Architect",288900,USD,288900,US,0,US,Medium
2024,"Expert Level","Full time","Head of Data",412500,USD,412500,US,0,US,Medium
2024,"Entry level","Full time",Analyst,106240,USD,106240,CA,0,CA,Medium
2024,"Entry level","Full time",Analyst,70820,USD,70820,CA,0,CA,Medium
2024,"Expert Level","Full time","Head of AI",425800,USD,425800,US,0,US,Medium
2024,"Senior level","Full time",Engineer,193880,USD,193880,US,0,US,Medium
2024,"Senior level","Full time","Solution Architect",126587,USD,126587,US,0,US,Medium
2024,"Senior level","Full time","Data Manager",55300,USD,55300,KE,0,KE,Medium
2024,"Mid level","Full time","Software Engineer",104763,USD,104763,US,100,US,Medium
2024,"Senior level","Full time","Systems Engineer",170120,USD,170120,US,0,US,Medium
2024,"Entry level","Full time","BI Analyst",840000,PHP,15107,PH,100,PH,Medium
2024,"Senior level","Full time","AI Developer",158550,USD,158550,US,0,US,Medium
2024,"Expert Level","Full time",Engineer,363800,USD,363800,US,0,US,Medium
2024,"Expert Level","Full time",Engineer,271300,USD,271300,US,0,US,Medium
2024,"Senior level","Full time","Data Scientist",195140,USD,195140,US,100,US,Medium
2024,"Senior level","Full time","Data Scientist",159660,USD,159660,US,100,US,Medium
2024,"Entry level","Full time",Engineer,70950,USD,70950,US,0,US,Medium
2024,"Senior level","Full time","Technical Lead",147784,USD,147784,US,0,US,Medium
2024,"Senior level","Full time","Software Engineer",177400,USD,177400,US,0,US,Medium
2024,"Senior level","Full time","Software Engineer",180300,USD,180300,US,0,US,Medium
2024,"Senior level","Full time","Software Engineer",313500,USD,313500,US,0,US,Medium
2024,"Senior level","Full time","Data Engineer",176446,USD,176446,US,0,US,Medium
2024,"Entry level","Full time","Data Analyst",330002,GBP,412502,GB,0,GB,Medium
2024,"Senior level","Full time","Analytics Engineer",185475,USD,185475,US,0,US,Medium
2024,"Mid level","Full time","Software Engineer",128402,USD,128402,US,0,US,Medium
2024,"Senior level","Full time","AI Architect",181728,USD,181728,US,0,US,Medium
2024,"Senior level","Full time","AI Architect",113580,USD,113580,US,0,US,Medium
2024,"Senior level","Full time","AI Engineer",273451,USD,273451,US,0,US,Medium
2024,"Senior level","Full time","AI Engineer",164071,USD,164071,US,0,US,Medium
2024,"Senior level","Full time","Data Architect",232284,USD,232284,US,0,US,Medium
2024,"Senior level","Full time","Data Architect",139371,USD,139371,US,0,US,Medium
2024,"Entry level","Full time","Data Analyst",58343,USD,58343,US,0,US,Medium
2024,"Senior level","Full time","Research Scientist",127330,USD,127330,US,100,US,Medium
2024,"Senior level","Full time","Statistical Programmer",90700,USD,90700,US,0,US,Medium
2024,"Senior level","Full time",Engineer,176369,USD,176369,US,100,US,Medium
2024,"Senior level","Full time",Engineer,115023,USD,115023,US,100,US,Medium
2024,"Entry level","Full time","Data Analyst",52806,USD,52806,US,0,US,Medium
2024,"Senior level","Full time",Engineer,361500,USD,361500,US,0,US,Medium
2024,"Mid level","Full time","Research Scientist",279772,USD,279772,US,0,US,Medium
2024,"Mid level","Full time","Research Scientist",186552,USD,186552,US,0,US,Medium
2024,"Mid level","Full time",Engineer,191800,USD,191800,US,0,US,Large
2024,"Mid level","Full time","Data Engineer",159282,USD,159282,US,0,US,Medium
2024,"Mid level","Full time","Analytics Engineer",89500,CAD,68846,CA,0,CA,Medium
2024,"Mid level","Full time","Analytics Engineer",74500,CAD,57307,CA,0,CA,Medium
2024,"Entry level","Full time","Data Management Analyst",38430,USD,38430,US,0,US,Medium
2024,"Mid level","Full time","Data Engineer",107525,USD,107525,US,0,US,Medium
2024,"Entry level","Full time",Analyst,99237,USD,99237,US,0,US,Medium
2024,"Entry level","Full time",Analyst,67728,USD,67728,US,0,US,Medium
2024,"Mid level","Full time",Engineer,112100,USD,112100,US,0,US,Medium
2024,"Mid level","Full time","Product Manager",244860,USD,244860,US,0,US,Medium
2024,"Senior level","Full time","Solutions Engineer",269400,USD,269400,US,0,US,Medium
2024,"Senior level","Full time","Software Engineer",157054,USD,157054,US,0,US,Medium
2024,"Mid level","Full time","Data Scientist",177190,USD,177190,US,0,US,Medium
2024,"Senior level","Full time","Data Analyst",132235,USD,132235,US,0,US,Medium
2024,"Senior level","Full time","Data Analyst",81375,USD,81375,US,0,US,Medium
2024,"Senior level","Full time","Data Engineer",204231,USD,204231,US,0,US,Medium
2024,"Senior level","Full time","Data Engineer",194361,USD,194361,US,0,US,Medium
2024,"Senior level","Full time",Engineer,187495,USD,187495,US,0,US,Medium
2024,"Mid level","Full time",Engineer,209990,USD,209990,US,0,US,Medium
2024,"Mid level","Full time","Data Analyst",65894,USD,65894,US,0,US,Medium
2024,"Mid level","Full time","Data Analyst",54911,USD,54911,US,0,US,Medium
2024,"Entry level","Full time","Data Analyst",80351,USD,80351,CA,0,CA,Medium
2024,"Entry level","Full time","Data Analyst",62832,USD,62832,CA,0,CA,Medium
2024,"Mid level","Full time","Data Analytics Specialist",81806,USD,81806,US,0,US,Medium
2024,"Mid level","Full time","Data Analytics Specialist",58219,USD,58219,US,0,US,Medium
2024,"Senior level","Full time",Engineer,223652,USD,223652,US,0,US,Medium
2024,"Senior level","Full time",Engineer,155584,USD,155584,US,0,US,Medium
2024,"Senior level","Full time","Solution Architect",92592,USD,92592,US,0,US,Medium
2024,"Mid level","Full time","Software Engineer",149463,USD,149463,US,100,US,Medium
2024,"Entry level","Full time","Data Analyst",89800,USD,89800,US,0,US,Medium
2024,"Mid level","Full time","Data Scientist",680000,USD,680000,MX,0,MX,Medium
2024,"Senior level","Full time","Data Scientist",315900,USD,315900,US,0,US,Medium
2024,"Senior level","Full time","Data Architect",178320,USD,178320,US,0,US,Medium
2024,"Senior level","Full time","Data Architect",118880,USD,118880,US,0,US,Medium
2024,"Expert Level","Full time",Engineer,490000,USD,490000,US,100,US,Medium
2024,"Mid level","Full time","Software Engineer",181475,USD,181475,US,100,US,Medium
2024,"Senior level","Full time","Software Engineer",240922,USD,240922,US,100,US,Medium
2024,"Senior level","Full time","Software Engineer",146232,USD,146232,US,100,US,Medium
2024,"Mid level","Full time","Engineering Manager",263304,USD,263304,US,0,US,Medium
2024,"Mid level","Full time","Engineering Manager",219420,USD,219420,US,0,US,Medium
2024,"Mid level","Full time","Bioinformatics Scientist",147463,USD,147463,US,100,US,Medium
2024,"Mid level","Full time","Bioinformatics Scientist",110718,USD,110718,US,100,US,Medium
2024,"Mid level","Full time",Associate,104975,USD,104975,AU,0,AU,Medium
2024,"Mid level","Full time","Backend Software Engineer",432000,ILS,116756,IL,50,IL,Large
2024,"Mid level","Full time","Data Engineer",192289,USD,192289,US,0,US,Medium
2024,"Senior level","Full time",Engineer,455200,USD,455200,US,0,US,Medium
2024,"Senior level","Full time","Research Engineer",98583,USD,98583,AU,0,AU,Medium
2024,"Senior level","Full time","BI Developer",82471,USD,82471,US,100,US,Medium
2024,"Senior level","Full time","BI Analyst",74949,USD,74949,US,0,US,Medium
2024,"Senior level","Full time","Software Engineer",214400,USD,214400,US,100,US,Medium
2024,"Mid level","Full time",Associate,46500,USD,46500,US,0,US,Medium
2024,"Senior level","Full time","Backend Engineer",138700,USD,138700,US,0,US,Medium
2024,"Senior level","Full time","Product Manager",203816,USD,203816,US,100,US,Medium
2024,"Senior level","Full time","Product Manager",156965,USD,156965,US,100,US,Medium
2024,"Mid level","Full time",Engineer,86950,USD,86950,US,0,US,Medium
2024,"Mid level","Full time",Engineer,48100,USD,48100,US,0,US,Medium
2024,"Senior level","Full time","Data Analyst",131581,USD,131581,US,100,US,Medium
2024,"Expert Level","Full time",Engineer,287200,USD,287200,US,0,US,Medium
2024,"Senior level","Full time","Research Analyst",106907,USD,106907,US,0,US,Medium
2024,"Entry level","Full time","Data Analyst",100400,USD,100400,US,0,US,Medium
2024,"Senior level","Full time","Data Architect",207700,USD,207700,US,100,US,Medium
2024,"Senior level","Full time","Machine Learning Engineer",204930,USD,204930,US,100,US,Medium
2024,"Senior level","Full time","Data Scientist",198739,USD,198739,US,0,US,Medium
2024,"Senior level","Full time","Data Scientist",108935,USD,108935,US,0,US,Medium
2024,"Mid level","Full time",Manager,136267,USD,136267,AU,0,AU,Medium
2024,"Entry level","Full time","Data Analyst",112140,USD,112140,US,0,US,Medium
2024,"Mid level","Full time","Data Engineer",69858,USD,69858,US,100,US,Medium
2024,"Senior level","Full time","Data Analyst",151761,USD,151761,US,0,US,Medium
2024,"Entry level","Full time",Engineer,81680,USD,81680,US,0,US,Medium
2024,"Senior level","Full time",Consultant,275400,USD,275400,US,100,US,Medium
2024,"Senior level","Full time","Data Scientist",228439,USD,228439,US,0,US,Medium
2024,"Senior level","Full time",Engineer,165000,CAD,126923,CA,0,CA,Medium
2024,"Senior level","Full time",Manager,238900,USD,238900,US,0,US,Medium
2024,"Senior level","Full time",Manager,168570,USD,168570,US,0,US,Medium
2024,"Senior level","Full time",Manager,60060,USD,60060,PT,100,PT,Medium
2024,"Senior level","Full time","Data Analyst",67750,EUR,75277,ES,100,ES,Medium
2024,"Senior level","Full time","Data Analyst",121250,GBP,151562,GB,100,GB,Medium
2024,"Senior level","Full time","Data Scientist",167435,USD,167435,US,0,US,Medium
2024,"Senior level","Full time","Data Scientist",76107,USD,76107,US,0,US,Medium
2024,"Senior level","Full time","Machine Learning Engineer",321360,USD,321360,US,0,US,Medium
2024,"Senior level","Full time","Machine Learning Engineer",214240,USD,214240,US,0,US,Medium
2024,"Senior level","Full time","Business Intelligence Developer",202200,USD,202200,US,0,US,Medium
2024,"Entry level","Full time",Analyst,139154,USD,139154,US,0,US,Medium
2024,"Entry level","Full time",Analyst,89760,USD,89760,US,0,US,Medium
2024,"Senior level","Full time","Product Manager",118011,USD,118011,US,0,US,Medium
2024,"Mid level","Full time","Data Analyst",66725,USD,66725,US,100,US,Medium
2024,"Mid level","Full time","Data Engineer",49010,GBP,61262,US,0,US,Medium
2024,"Mid level","Full time","Data Engineer",41659,GBP,52073,US,0,US,Medium
2024,"Senior level","Full time","Data Scientist",116377,USD,116377,US,0,US,Medium
2024,"Entry level","Full time","Data Analyst",102495,USD,102495,CA,0,CA,Medium
2024,"Entry level","Full time","Data Analyst",87040,USD,87040,CA,0,CA,Medium
2024,"Entry level","Full time","Data Analyst",41017,USD,41017,US,0,US,Medium
2024,"Entry level","Full time","Data Analyst",47215,GBP,59018,GB,0,GB,Medium
2024,"Entry level","Full time","Data Analyst",42245,GBP,52806,GB,0,GB,Medium
2024,"Mid level","Full time","Data Visualization Engineer",190726,USD,190726,US,0,US,Medium
2024,"Mid level","Full time","Data Visualization Engineer",91548,USD,91548,US,0,US,Medium
2024,"Senior level","Full time","Full Stack Engineer",142740,USD,142740,US,0,US,Medium
2024,"Mid level","Full time","Data Manager",94740,USD,94740,US,0,US,Medium
2024,"Mid level","Full time","Data Engineer",81760,USD,81760,US,0,US,Medium
2024,"Mid level","Full time","Data Engineer",73580,USD,73580,US,0,US,Medium
2024,"Senior level","Full time","Software Development Engineer",137770,USD,137770,US,0,US,Medium
2024,"Senior level","Full time","Data Analyst",80226,USD,80226,US,0,US,Medium
2024,"Mid level","Full time","Data Analyst",101753,USD,101753,CA,0,CA,Medium
2024,"Mid level","Full time","Data Analyst",76313,USD,76313,CA,0,CA,Medium
2024,"Mid level","Full time",Engineer,160220,USD,160220,US,0,US,Medium
2024,"Mid level","Full time",Engineer,105060,USD,105060,US,0,US,Medium
2024,"Senior level","Full time","Data Engineer",109045,USD,109045,US,0,US,Medium
2024,"Senior level","Full time","Data Engineer",76332,USD,76332,US,0,US,Medium
2024,"Entry level","Full time",Analyst,119155,USD,119155,US,0,US,Medium
2024,"Entry level","Full time","Data Analyst",111051,USD,111051,AU,0,AU,Medium
2024,"Entry level","Full time","Data Analyst",110479,USD,110479,AU,0,AU,Medium
2024,"Mid level","Full time","Data Scientist",38165,GBP,47706,GB,0,GB,Medium
2024,"Entry level","Full time","Data Analyst",52200,USD,52200,US,0,US,Medium
2024,"Senior level","Full time","Data Architect",209557,USD,209557,UA,0,UA,Medium
2024,"Senior level","Full time","Data Architect",116421,USD,116421,UA,0,UA,Medium
2024,"Senior level","Full time",Consultant,184580,USD,184580,US,100,US,Medium
2024,"Mid level","Full time","Data Engineer",140899,USD,140899,US,100,US,Medium
2024,"Mid level","Full time","Data Engineer",144700,USD,144700,US,0,US,Medium
2024,"Mid level","Full time","Data Quality Engineer",152204,USD,152204,US,100,US,Medium
2024,"Mid level","Full time","Data Quality Engineer",91322,USD,91322,US,100,US,Medium
2024,"Entry level","Part Time","Applied Scientist",151260,USD,151260,US,0,US,Large
2024,"Entry level","Part Time","Applied Scientist",33660,USD,33660,US,0,US,Large
2024,"Senior level","Full time","Applied Scientist",158842,USD,158842,US,0,US,Medium
2024,"Senior level","Full time","Data Analyst",93723,USD,93723,US,100,US,Medium
2024,"Senior level","Full time","Machine Learning Engineer",281500,USD,281500,US,0,US,Medium
2024,"Expert Level","Full time","Data Engineer",170498,USD,170498,US,0,US,Medium
2024,"Mid level","Full time","Data Analyst",82867,USD,82867,US,0,US,Medium
2024,"Mid level","Full time","Data Analyst",52707,USD,52707,US,0,US,Medium
2024,"Entry level","Full time","Data Analyst",73464,USD,73464,CA,0,CA,Medium
2024,"Entry level","Full time","Data Analyst",56514,USD,56514,CA,0,CA,Medium
2024,"Mid level","Full time",Engineer,84630,USD,84630,US,0,US,Medium
2024,"Mid level","Full time",Engineer,63525,USD,63525,US,0,US,Medium
2024,"Senior level","Full time","Software Engineer",169624,USD,169624,US,0,US,Medium
